date,state,label,category,avg_price
2023-06-01,Perlis,Chicken (Standard),Chicken,9.28
2023-06-01,Perlis,Egg Grade A (10),Eggs,0.45
2023-06-01,Perlis,Ikan Kembung (small),Fish,13.595
2023-06-01,Perlis,Kangkung,Vegetables,5.981
2023-06-01,Pulau Pinang,Beef Local (Part 1),Beef,40.782
2023-06-01,Pulau Pinang,Chicken (Standard),Chicken,9.309
2023-06-01,Pulau Pinang,Egg Grade A (10),Eggs,0.449
2023-06-01,Pulau Pinang,Ikan Kembung (small),Fish,12.125
2023-06-01,Pulau Pinang,Kangkung,Vegetables,4.671
2023-06-01,Sabah,Beef Local (Part 1),Beef,31.158
2023-06-01,Sabah,Chicken (Standard),Chicken,11.299
2023-06-01,Sabah,Egg Grade A (10),Eggs,0.51
2023-06-01,Sabah,Ikan Kembung (small),Fish,8.389
2023-06-01,Sabah,Kangkung,Vegetables,5.093
2023-06-01,Sarawak,Beef Local (Part 1),Beef,67.293
2023-06-01,Sarawak,Chicken (Standard),Chicken,10.228
2023-06-01,Sarawak,Ikan Kembung (small),Fish,11.043
2023-06-01,Sarawak,Kangkung,Vegetables,5.442
2023-06-01,Selangor,Beef Local (Part 1),Beef,39.91
2023-06-01,Selangor,Chicken (Standard),Chicken,9.321
2023-06-01,Selangor,Egg Grade A (10),Eggs,0.449
2023-06-01,Selangor,Ikan Kembung (small),Fish,16.042
2023-06-01,Selangor,Kangkung,Vegetables,4.434
2023-06-01,Terengganu,Beef Local (Part 1),Beef,36.054
2023-06-01,Terengganu,Chicken (Standard),Chicken,9.366
2023-06-01,Terengganu,Egg Grade A (10),Eggs,0.45
2023-06-01,Terengganu,Ikan Kembung (small),Fish,13.655
2023-06-01,Terengganu,Kangkung,Vegetables,5.58
2023-06-01,W.P. Kuala Lumpur,Beef Local (Part 1),Beef,50.426
2023-06-01,W.P. Kuala Lumpur,Chicken (Standard),Chicken,9.345
2023-06-01,W.P. Kuala Lumpur,Egg Grade A (10),Eggs,0.45
2023-06-01,W.P. Kuala Lumpur,Ikan Kembung (small),Fish,16.271
2023-06-01,W.P. Kuala Lumpur,Kangkung,Vegetables,4.374
2023-06-01,W.P. Labuan,Chicken (Standard),Chicken,11.3
2023-06-01,W.P. Labuan,Kangkung,Vegetables,5.023
2023-06-01,W.P. Putrajaya,Beef Local (Part 1),Beef,43.0
2023-06-01,W.P. Putrajaya,Chicken (Standard),Chicken,9.345
2023-06-01,W.P. Putrajaya,Egg Grade A (10),Eggs,0.42
2023-06-01,W.P. Putrajaya,Ikan Kembung (small),Fish,16.648
2023-06-01,W.P. Putrajaya,Kangkung,Vegetables,5.348
2023-12-01,Johor,Beef Local (Part 1),Beef,40.319
2023-12-01,Johor,Chicken (Standard),Chicken,8.653
2023-12-01,Johor,Egg Grade A (10),Eggs,0.446
2023-12-01,Johor,Ikan Kembung (small),Fish,14.959
2023-12-01,Johor,Kangkung,Vegetables,6.17
2023-12-01,Kedah,Beef Local (Part 1),Beef,39.244
2023-12-01,Kedah,Chicken (Standard),Chicken,9.124
2023-12-01,Kedah,Egg Grade A (10),Eggs,0.45
2023-12-01,Kedah,Ikan Kembung (small),Fish,13.176
2023-12-01,Kedah,Kangkung,Vegetables,4.819
2023-12-01,Kelantan,Beef Local (Part 1),Beef,33.303
2023-12-01,Kelantan,Chicken (Standard),Chicken,8.818
2023-12-01,Kelantan,Ikan Kembung (small),Fish,13.957
2023-12-01,Kelantan,Kangkung,Vegetables,7.432
2023-12-01,Melaka,Beef Local (Part 1),Beef,39.312
2023-12-01,Melaka,Chicken (Standard),Chicken,9.069
2023-12-01,Melaka,Egg Grade A (10),Eggs,0.45
2023-12-01,Melaka,Ikan Kembung (small),Fish,15.546
2023-12-01,Melaka,Kangkung,Vegetables,4.887
2023-12-01,Negeri Sembilan,Beef Local (Part 1),Beef,40.908
2023-12-01,Negeri Sembilan,Chicken (Standard),Chicken,8.924
2023-12-01,Negeri Sembilan,Egg Grade A (10),Eggs,0.45
2023-12-01,Negeri Sembilan,Ikan Kembung (small),Fish,14.972
2023-12-01,Negeri Sembilan,Kangkung,Vegetables,4.978
2023-12-01,Pahang,Beef Local (Part 1),Beef,38.343
2023-12-01,Pahang,Chicken (Standard),Chicken,8.889
2023-12-01,Pahang,Egg Grade A (10),Eggs,0.44
2023-12-01,Pahang,Ikan Kembung (small),Fish,16.854
2023-12-01,Pahang,Kangkung,Vegetables,5.555
2023-12-01,Perak,Beef Local (Part 1),Beef,36.744
2023-12-01,Perak,Chicken (Standard),Chicken,8.998
2023-12-01,Perak,Egg Grade A (10),Eggs,0.45
2023-12-01,Perak,Ikan Kembung (small),Fish,13.42
2023-12-01,Perak,Kangkung,Vegetables,5.148
2023-12-01,Perlis,Beef Local (Part 1),Beef,38.75
2023-12-01,Perlis,Chicken (Standard),Chicken,9.169
2023-12-01,Perlis,Egg Grade A (10),Eggs,0.45
2023-12-01,Perlis,Ikan Kembung (small),Fish,14.308
2023-12-01,Perlis,Kangkung,Vegetables,6.138
2023-12-01,Pulau Pinang,Beef Local (Part 1),Beef,40.668
2023-12-01,Pulau Pinang,Chicken (Standard),Chicken,8.999
2023-12-01,Pulau Pinang,Egg Grade A (10),Eggs,0.45
2023-12-01,Pulau Pinang,Ikan Kembung (small),Fish,12.334
2023-12-01,Pulau Pinang,Kangkung,Vegetables,4.931
2023-12-01,Sabah,Beef Local (Part 1),Beef,32.206
2023-12-01,Sabah,Chicken (Standard),Chicken,11.983
2023-12-01,Sabah,Egg Grade A (10),Eggs,0.51
2023-12-01,Sabah,Ikan Kembung (small),Fish,8.804
2023-12-01,Sabah,Kangkung,Vegetables,5.689
2023-12-01,Sarawak,Beef Local (Part 1),Beef,63.154
2023-12-01,Sarawak,Chicken (Standard),Chicken,11.294
2023-12-01,Sarawak,Ikan Kembung (small),Fish,10.895
2023-12-01,Sarawak,Kangkung,Vegetables,5.39
2023-12-01,Selangor,Beef Local (Part 1),Beef,39.85
2023-12-01,Selangor,Chicken (Standard),Chicken,9.05
2023-12-01,Selangor,Egg Grade A (10),Eggs,0.45
2023-12-01,Selangor,Ikan Kembung (small),Fish,16.066
2023-12-01,Selangor,Kangkung,Vegetables,5.144
2023-12-01,Terengganu,Beef Local (Part 1),Beef,35.896
2023-12-01,Terengganu,Chicken (Standard),Chicken,9.096
2023-12-01,Terengganu,Egg Grade A (10),Eggs,0.45
2023-12-01,Terengganu,Ikan Kembung (small),Fish,15.003
2023-12-01,Terengganu,Kangkung,Vegetables,8.271
2023-12-01,W.P. Kuala Lumpur,Beef Local (Part 1),Beef,48.259
2023-12-01,W.P. Kuala Lumpur,Chicken (Standard),Chicken,9.033
2023-12-01,W.P. Kuala Lumpur,Egg Grade A (10),Eggs,0.45
2023-12-01,W.P. Kuala Lumpur,Ikan Kembung (small),Fish,16.257
2023-12-01,W.P. Kuala Lumpur,Kangkung,Vegetables,5.506
2023-12-01,W.P. Labuan,Chicken (Standard),Chicken,12.0
2023-12-01,W.P. Labuan,Ikan Kembung (small),Fish,14.0
2023-12-01,W.P. Labuan,Kangkung,Vegetables,5.146
2023-12-01,W.P. Putrajaya,Beef Local (Part 1),Beef,42.344
2023-12-01,W.P. Putrajaya,Chicken (Standard),Chicken,8.925
2023-12-01,W.P. Putrajaya,Egg Grade A (10),Eggs,0.418
2023-12-01,W.P. Putrajaya,Ikan Kembung (small),Fish,17.333
2023-12-01,W.P. Putrajaya,Kangkung,Vegetables,5.926
2024-01-01,Johor,Beef Local (Part 1),Beef,40.612
2024-01-01,Johor,Chicken (Standard),Chicken,8.75
2024-01-01,Johor,Egg Grade A (10),Eggs,0.448
2024-01-01,Johor,Ikan Kembung (small),Fish,15.298
2024-01-01,Johor,Kangkung,Vegetables,7.181
2024-01-01,Kedah,Beef Local (Part 1),Beef,39.243
2024-01-01,Kedah,Chicken (Standard),Chicken,9.165
2024-01-01,Kedah,Egg Grade A (10),Eggs,0.45
2024-01-01,Kedah,Ikan Kembung (small),Fish,13.386
2024-01-01,Kedah,Kangkung,Vegetables,4.849
2024-01-01,Kelantan,Beef Local (Part 1),Beef,33.42
2024-01-01,Kelantan,Chicken (Standard),Chicken,8.755
2024-01-01,Kelantan,Ikan Kembung (small),Fish,14.132
2024-01-01,Kelantan,Kangkung,Vegetables,7.928
2024-01-01,Melaka,Beef Local (Part 1),Beef,40.055
2024-01-01,Melaka,Chicken (Standard),Chicken,9.053
2024-01-01,Melaka,Egg Grade A (10),Eggs,0.45
2024-01-01,Melaka,Ikan Kembung (small),Fish,15.661
2024-01-01,Melaka,Kangkung,Vegetables,5.742
2024-01-01,Negeri Sembilan,Beef Local (Part 1),Beef,40.846
2024-01-01,Negeri Sembilan,Chicken (Standard),Chicken,8.868
2024-01-01,Negeri Sembilan,Egg Grade A (10),Eggs,0.45
2024-01-01,Negeri Sembilan,Ikan Kembung (small),Fish,14.943
2024-01-01,Negeri Sembilan,Kangkung,Vegetables,5.346
2024-01-01,Pahang,Beef Local (Part 1),Beef,38.312
2024-01-01,Pahang,Chicken (Standard),Chicken,8.898
2024-01-01,Pahang,Egg Grade A (10),Eggs,0.443
2024-01-01,Pahang,Ikan Kembung (small),Fish,16.665
2024-01-01,Pahang,Kangkung,Vegetables,6.261
2024-01-01,Perak,Beef Local (Part 1),Beef,36.752
2024-01-01,Perak,Chicken (Standard),Chicken,9.144
2024-01-01,Perak,Egg Grade A (10),Eggs,0.45
2024-01-01,Perak,Ikan Kembung (small),Fish,14.186
2024-01-01,Perak,Kangkung,Vegetables,5.243
2024-01-01,Perlis,Beef Local (Part 1),Beef,36.772
2024-01-01,Perlis,Chicken (Standard),Chicken,8.995
2024-01-01,Perlis,Egg Grade A (10),Eggs,0.45
2024-01-01,Perlis,Ikan Kembung (small),Fish,13.963
2024-01-01,Perlis,Kangkung,Vegetables,6.15
2024-01-01,Pulau Pinang,Beef Local (Part 1),Beef,40.702
2024-01-01,Pulau Pinang,Chicken (Standard),Chicken,9.228
2024-01-01,Pulau Pinang,Egg Grade A (10),Eggs,0.45
2024-01-01,Pulau Pinang,Ikan Kembung (small),Fish,13.273
2024-01-01,Pulau Pinang,Kangkung,Vegetables,4.865
2024-01-01,Sabah,Beef Local (Part 1),Beef,32.149
2024-01-01,Sabah,Chicken (Standard),Chicken,12.194
2024-01-01,Sabah,Egg Grade A (10),Eggs,0.51
2024-01-01,Sabah,Ikan Kembung (small),Fish,11.119
2024-01-01,Sabah,Kangkung,Vegetables,5.703
2024-01-01,Sarawak,Beef Local (Part 1),Beef,63.16
2024-01-01,Sarawak,Chicken (Standard),Chicken,11.309
2024-01-01,Sarawak,Ikan Kembung (small),Fish,11.546
2024-01-01,Sarawak,Kangkung,Vegetables,5.656
2024-01-01,Selangor,Beef Local (Part 1),Beef,39.413
2024-01-01,Selangor,Chicken (Standard),Chicken,9.065
2024-01-01,Selangor,Egg Grade A (10),Eggs,0.45
2024-01-01,Selangor,Ikan Kembung (small),Fish,16.206
2024-01-01,Selangor,Kangkung,Vegetables,5.538
2024-01-01,Terengganu,Beef Local (Part 1),Beef,36.036
2024-01-01,Terengganu,Chicken (Standard),Chicken,9.146
2024-01-01,Terengganu,Egg Grade A (10),Eggs,0.45
2024-01-01,Terengganu,Ikan Kembung (small),Fish,15.104
2024-01-01,Terengganu,Kangkung,Vegetables,8.693
2024-01-01,W.P. Kuala Lumpur,Beef Local (Part 1),Beef,48.235
2024-01-01,W.P. Kuala Lumpur,Chicken (Standard),Chicken,9.025
2024-01-01,W.P. Kuala Lumpur,Egg Grade A (10),Eggs,0.45
2024-01-01,W.P. Kuala Lumpur,Ikan Kembung (small),Fish,16.497
2024-01-01,W.P. Kuala Lumpur,Kangkung,Vegetables,5.981
2024-01-01,W.P. Labuan,Chicken (Standard),Chicken,12.0
2024-01-01,W.P. Labuan,Ikan Kembung (small),Fish,14.9
2024-01-01,W.P. Labuan,Kangkung,Vegetables,4.0
2024-01-01,W.P. Putrajaya,Beef Local (Part 1),Beef,44.643
2024-01-01,W.P. Putrajaya,Chicken (Standard),Chicken,8.947
2024-01-01,W.P. Putrajaya,Egg Grade A (10),Eggs,0.411
2024-01-01,W.P. Putrajaya,Ikan Kembung (small),Fish,17.11
2024-01-01,W.P. Putrajaya,Kangkung,Vegetables,6.529
2024-06-01,Johor,Beef Local (Part 1),Beef,40.883
2024-06-01,Johor,Chicken (Standard),Chicken,9.235
2024-06-01,Johor,Egg Grade A (10),Eggs,0.437
2024-06-01,Johor,Ikan Kembung (small),Fish,13.331
2024-06-01,Johor,Kangkung,Vegetables,5.625
2024-06-01,Kedah,Beef Local (Part 1),Beef,38.724
2024-06-01,Kedah,Chicken (Standard),Chicken,9.58
2024-06-01,Kedah,Egg Grade A (10),Eggs,0.437
2024-06-01,Kedah,Ikan Kembung (small),Fish,11.146
2024-06-01,Kedah,Kangkung,Vegetables,4.755
2024-06-01,Kelantan,Beef Local (Part 1),Beef,33.24
2024-06-01,Kelantan,Chicken (Standard),Chicken,9.28
2024-06-01,Kelantan,Egg Grade A (10),Eggs,0.442
2024-06-01,Kelantan,Ikan Kembung (small),Fish,12.166
2024-06-01,Kelantan,Kangkung,Vegetables,6.512
2024-06-01,Melaka,Beef Local (Part 1),Beef,40.255
2024-06-01,Melaka,Chicken (Standard),Chicken,9.412
2024-06-01,Melaka,Egg Grade A (10),Eggs,0.437
2024-06-01,Melaka,Ikan Kembung (small),Fish,13.195
2024-06-01,Melaka,Kangkung,Vegetables,4.629
2024-06-01,Negeri Sembilan,Beef Local (Part 1),Beef,40.786
2024-06-01,Negeri Sembilan,Chicken (Standard),Chicken,9.226
2024-06-01,Negeri Sembilan,Egg Grade A (10),Eggs,0.439
2024-06-01,Negeri Sembilan,Ikan Kembung (small),Fish,12.597
2024-06-01,Negeri Sembilan,Kangkung,Vegetables,4.852
2024-06-01,Pahang,Beef Local (Part 1),Beef,38.273
2024-06-01,Pahang,Chicken (Standard),Chicken,9.37
2024-06-01,Pahang,Egg Grade A (10),Eggs,0.427
2024-06-01,Pahang,Ikan Kembung (small),Fish,13.808
2024-06-01,Pahang,Kangkung,Vegetables,4.313
2024-06-01,Perak,Beef Local (Part 1),Beef,36.702
2024-06-01,Perak,Chicken (Standard),Chicken,9.479
2024-06-01,Perak,Egg Grade A (10),Eggs,0.436
2024-06-01,Perak,Ikan Kembung (small),Fish,11.599
2024-06-01,Perak,Kangkung,Vegetables,4.717
2024-06-01,Perlis,Beef Local (Part 1),Beef,34.5
2024-06-01,Perlis,Chicken (Standard),Chicken,9.757
2024-06-01,Perlis,Egg Grade A (10),Eggs,0.44
2024-06-01,Perlis,Ikan Kembung (small),Fish,11.905
2024-06-01,Perlis,Kangkung,Vegetables,6.052
2024-06-01,Pulau Pinang,Beef Local (Part 1),Beef,40.44
2024-06-01,Pulau Pinang,Chicken (Standard),Chicken,9.757
2024-06-01,Pulau Pinang,Egg Grade A (10),Eggs,0.436
2024-06-01,Pulau Pinang,Ikan Kembung (small),Fish,10.771
2024-06-01,Pulau Pinang,Kangkung,Vegetables,4.74
2024-06-01,Sabah,Beef Local (Part 1),Beef,32.21
2024-06-01,Sabah,Chicken (Standard),Chicken,12.48
2024-06-01,Sabah,Egg Grade A (10),Eggs,0.496
2024-06-01,Sabah,Ikan Kembung (small),Fish,7.507
2024-06-01,Sabah,Kangkung,Vegetables,5.894
2024-06-01,Sarawak,Beef Local (Part 1),Beef,63.075
2024-06-01,Sarawak,Chicken (Standard),Chicken,11.002
2024-06-01,Sarawak,Ikan Kembung (small),Fish,11.237
2024-06-01,Sarawak,Kangkung,Vegetables,5.95
2024-06-01,Selangor,Beef Local (Part 1),Beef,40.228
2024-06-01,Selangor,Chicken (Standard),Chicken,9.5
2024-06-01,Selangor,Egg Grade A (10),Eggs,0.437
2024-06-01,Selangor,Ikan Kembung (small),Fish,14.069
2024-06-01,Selangor,Kangkung,Vegetables,4.906
2024-06-01,Terengganu,Beef Local (Part 1),Beef,34.709
2024-06-01,Terengganu,Chicken (Standard),Chicken,9.638
2024-06-01,Terengganu,Egg Grade A (10),Eggs,0.432
2024-06-01,Terengganu,Ikan Kembung (small),Fish,12.325
2024-06-01,Terengganu,Kangkung,Vegetables,5.857
2024-06-01,W.P. Kuala Lumpur,Beef Local (Part 1),Beef,44.188
2024-06-01,W.P. Kuala Lumpur,Chicken (Standard),Chicken,9.385
2024-06-01,W.P. Kuala Lumpur,Egg Grade A (10),Eggs,0.437
2024-06-01,W.P. Kuala Lumpur,Ikan Kembung (small),Fish,14.964
2024-06-01,W.P. Kuala Lumpur,Kangkung,Vegetables,4.946
2024-06-01,W.P. Labuan,Chicken (Standard),Chicken,12.509
2024-06-01,W.P. Labuan,Ikan Kembung (small),Fish,10.9
2024-06-01,W.P. Labuan,Kangkung,Vegetables,7.2
2024-06-01,W.P. Putrajaya,Beef Local (Part 1),Beef,44.818
2024-06-01,W.P. Putrajaya,Chicken (Standard),Chicken,9.366
2024-06-01,W.P. Putrajaya,Egg Grade A (10),Eggs,0.408
2024-06-01,W.P. Putrajaya,Ikan Kembung (small),Fish,15.264
2024-06-01,W.P. Putrajaya,Kangkung,Vegetables,6.237
2024-12-01,Johor,Beef Local (Part 1),Beef,39.661
2024-12-01,Johor,Chicken (Standard),Chicken,8.422
2024-12-01,Johor,Egg Grade A (10),Eggs,0.419
2024-12-01,Johor,Ikan Kembung (small),Fish,13.156
2024-12-01,Johor,Kangkung,Vegetables,7.249
2024-12-01,Kedah,Beef Local (Part 1),Beef,36.921
2024-12-01,Kedah,Chicken (Standard),Chicken,8.822
2024-12-01,Kedah,Egg Grade A (10),Eggs,0.42
2024-12-01,Kedah,Ikan Kembung (small),Fish,11.072
2024-12-01,Kedah,Kangkung,Vegetables,5.414
2024-12-01,Kelantan,Beef Local (Part 1),Beef,27.148
2024-12-01,Kelantan,Chicken (Standard),Chicken,8.447
2024-12-01,Kelantan,Egg Grade A (10),Eggs,0.42
2024-12-01,Kelantan,Ikan Kembung (small),Fish,11.275
2024-12-01,Kelantan,Kangkung,Vegetables,7.983
2024-12-01,Melaka,Beef Local (Part 1),Beef,39.562
2024-12-01,Melaka,Chicken (Standard),Chicken,8.741
2024-12-01,Melaka,Egg Grade A (10),Eggs,0.42
2024-12-01,Melaka,Ikan Kembung (small),Fish,13.694
2024-12-01,Melaka,Kangkung,Vegetables,6.89
2024-12-01,Negeri Sembilan,Beef Local (Part 1),Beef,40.27
2024-12-01,Negeri Sembilan,Chicken (Standard),Chicken,8.475
2024-12-01,Negeri Sembilan,Egg Grade A (10),Eggs,0.42
2024-12-01,Negeri Sembilan,Ikan Kembung (small),Fish,13.313
2024-12-01,Negeri Sembilan,Kangkung,Vegetables,6.426
2024-12-01,Pahang,Beef Local (Part 1),Beef,37.974
2024-12-01,Pahang,Chicken (Standard),Chicken,8.742
2024-12-01,Pahang,Egg Grade A (10),Eggs,0.417
2024-12-01,Pahang,Ikan Kembung (small),Fish,14.785
2024-12-01,Pahang,Kangkung,Vegetables,7.922
2024-12-01,Perak,Beef Local (Part 1),Beef,36.295
2024-12-01,Perak,Chicken (Standard),Chicken,8.772
2024-12-01,Perak,Egg Grade A (10),Eggs,0.42
2024-12-01,Perak,Ikan Kembung (small),Fish,11.585
2024-12-01,Perak,Kangkung,Vegetables,6.336
2024-12-01,Perlis,Beef Local (Part 1),Beef,28.5
2024-12-01,Perlis,Chicken (Standard),Chicken,8.936
2024-12-01,Perlis,Egg Grade A (10),Eggs,0.42
2024-12-01,Perlis,Ikan Kembung (small),Fish,12.525
2024-12-01,Perlis,Kangkung,Vegetables,6.626
2024-12-01,Pulau Pinang,Beef Local (Part 1),Beef,38.875
2024-12-01,Pulau Pinang,Chicken (Standard),Chicken,8.905
2024-12-01,Pulau Pinang,Egg Grade A (10),Eggs,0.418
2024-12-01,Pulau Pinang,Ikan Kembung (small),Fish,11.191
2024-12-01,Pulau Pinang,Kangkung,Vegetables,5.686
2024-12-01,Sabah,Beef Local (Part 1),Beef,32.97
2024-12-01,Sabah,Chicken (Standard),Chicken,12.434
2024-12-01,Sabah,Egg Grade A (10),Eggs,0.48
2024-12-01,Sabah,Ikan Kembung (small),Fish,8.8
2024-12-01,Sabah,Kangkung,Vegetables,5.745
2024-12-01,Sarawak,Beef Local (Part 1),Beef,65.0
2024-12-01,Sarawak,Chicken (Standard),Chicken,10.896
2024-12-01,Sarawak,Ikan Kembung (small),Fish,11.023
2024-12-01,Sarawak,Kangkung,Vegetables,5.975
2024-12-01,Selangor,Beef Local (Part 1),Beef,39.57
2024-12-01,Selangor,Chicken (Standard),Chicken,8.737
2024-12-01,Selangor,Egg Grade A (10),Eggs,0.417
2024-12-01,Selangor,Ikan Kembung (small),Fish,13.944
2024-12-01,Selangor,Kangkung,Vegetables,6.737
2024-12-01,Terengganu,Beef Local (Part 1),Beef,34.351
2024-12-01,Terengganu,Chicken (Standard),Chicken,9.027
2024-12-01,Terengganu,Egg Grade A (10),Eggs,0.42
2024-12-01,Terengganu,Ikan Kembung (small),Fish,12.196
2024-12-01,Terengganu,Kangkung,Vegetables,9.64
2024-12-01,W.P. Kuala Lumpur,Beef Local (Part 1),Beef,51.152
2024-12-01,W.P. Kuala Lumpur,Chicken (Standard),Chicken,8.761
2024-12-01,W.P. Kuala Lumpur,Egg Grade A (10),Eggs,0.419
2024-12-01,W.P. Kuala Lumpur,Ikan Kembung (small),Fish,14.69
2024-12-01,W.P. Kuala Lumpur,Kangkung,Vegetables,7.5
2024-12-01,W.P. Labuan,Chicken (Standard),Chicken,12.543
2024-12-01,W.P. Labuan,Ikan Kembung (small),Fish,9.333
2024-12-01,W.P. Labuan,Kangkung,Vegetables,5.071
2024-12-01,W.P. Putrajaya,Beef Local (Part 1),Beef,43.544
2024-12-01,W.P. Putrajaya,Chicken (Standard),Chicken,8.534
2024-12-01,W.P. Putrajaya,Egg Grade A (10),Eggs,0.394
2024-12-01,W.P. Putrajaya,Ikan Kembung (small),Fish,16.67
2024-12-01,W.P. Putrajaya,Kangkung,Vegetables,7.726
